ride_id,fare_amount,pickup_datetime,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,passenger_count
20090731_135352,16.9,2009-07-31T13:53:52Z,-73.990057,40.756307,-73.94960400000002,40.834464,1
20121118_121700,10.5,2012-11-18T12:17:00Z,-74.00219799999998,40.739608,-73.987342,40.720295,2
20110615_180700,8.9,2011-06-15T18:07:00Z,-73.99633,40.753225,-73.978895,40.766963,3
20120825_015342,7.5,2012-08-25T01:53:42Z,-73.995892,40.746454,-73.995892,40.746454,1
20120906_134100,5.5,2012-09-06T13:41:00Z,-74.005583,40.740728,-74.003423,40.748705,1
20090513_181700,10.9,2009-05-13T18:17:00Z,-73.964958,40.775261,-73.94966099999998,40.809689,1
20091030_181300,8.1,2009-10-30T18:13:00Z,0.0,0.0,0.0,0.0,4
20100117_220700,5.7,2010-01-17T22:07:00Z,-73.967598,40.756242,-73.953277,40.76833,1
20091206_115829,18.1,2009-12-06T11:58:29Z,-74.008134,40.748631,-73.952349,40.780512,2
20100630_061500,10.9,2010-06-30T06:15:00Z,-73.95394,40.781298,-73.994423,40.75014,5
20110404_185600,8.9,2011-04-04T18:56:00Z,-73.939093,40.80510200000001,-73.956073,40.771995,5
20140303_233000,13.5,2014-03-03T23:30:00Z,-73.981627,40.78042,-74.008465,40.734012,2
20140519_205926,5.0,2014-05-19T20:59:26Z,-74.00269,40.739438,-73.994579,40.75057,2
20111207_194021,5.3,2011-12-07T19:40:21Z,-73.958749,40.781019,-73.945876,40.778165,1
20120617_020553,7.7,2012-06-17T02:05:53Z,-73.98779,40.721226,-73.992425,40.735723,1
20130101_142600,9.0,2013-01-01T14:26:00Z,-73.969465,40.79798,-73.982315,40.776767,1
20111008_002400,16.1,2011-10-08T00:24:00Z,-73.988568,40.732097,-73.957498,40.742657,1
20120730_161908,4.9,2012-07-30T16:19:08Z,-73.966597,40.794345,-73.965682,40.803808,2
20120909_102415,5.5,2012-09-09T10:24:15Z,-73.999432,40.749066,-73.995077,40.738264,1
20130614_173700,57.33,2013-06-14T17:37:00Z,-73.781127,40.645007,-73.981802,40.762515,1
20140228_224507,8.5,2014-02-28T22:45:07Z,-73.95660600000002,40.771111,-73.977111,40.776811,3
20140610_141829,9.5,2014-06-10T14:18:29Z,-73.981932,40.777668,-73.96005799999998,40.809688,1
20150329_133125,7.5,2015-03-29T13:31:25Z,-73.9531021118164,40.78870010375977,-73.95677947998048,40.80590438842773,1
20091214_123300,6.9,2009-12-14T12:33:00Z,-73.98243199999997,40.745747,-73.98243199999997,40.745747,1
20130921_025400,7.5,2013-09-21T02:54:00Z,-73.99199499999997,40.74499,-73.986237,40.729637,2
20090831_102500,8.1,2009-08-31T10:25:00Z,-73.988988,40.777013,-73.997445,40.760155,1
20110118_234800,6.1,2011-01-18T23:48:00Z,-74.006642,40.738927,-74.010828,40.717907,3
20120626_130814,5.7,2012-06-26T13:08:14Z,-73.966612,40.759278,-73.975773,40.755462,1
20100121_083900,14.1,2010-01-21T08:39:00Z,-73.987365,40.738572,-73.97721800000002,40.77535200000001,1
20110721_154300,5.7,2011-07-21T15:43:00Z,-73.989807,40.74123,-73.99391700000002,40.726492,1
20131106_112654,7.0,2013-11-06T11:26:54Z,-73.95906,40.781061,-73.96206,40.768604,1
20140209_021700,12.0,2014-02-09T02:17:00Z,-73.985652,40.72212,-73.970955,40.751952,1
20150418_082908,11.5,2015-04-18T08:29:08Z,-73.95511627197266,40.76898956298828,-73.98423767089844,40.74843978881836,1
20100327_222051,12.1,2010-03-27T22:20:51Z,-73.870936,40.77370300000001,-73.91426899999998,40.753681,1
20100615_133108,26.67,2010-06-15T13:31:08Z,-73.958063,40.760414,-73.86144300000002,40.768181,1
20100913_093700,4.5,2010-09-13T09:37:00Z,-73.98674,40.755362,-73.995713,40.764137,1
20110404_205901,10.1,2011-04-04T20:59:01Z,-73.98455600000001,40.742882,-73.95908100000003,40.763551,1
20110508_104327,7.7,2011-05-08T10:43:27Z,-73.98101899999997,40.781874,-73.98199699999998,40.756597,1
20140711_050700,25.0,2014-07-11T05:07:00Z,-73.95166,40.772657,-74.010583,40.721405,2
20140821_102117,19.0,2014-08-21T10:21:17Z,-73.97402,40.762828000000006,-73.940839,40.726467,1
20131031_114916,14.0,2013-10-31T11:49:16Z,-73.98859399999998,40.75336400000001,-73.989319,40.723218,1
20131115_015135,5.0,2013-11-15T01:51:35Z,-73.987888,40.721048,-73.983132,40.731187,1
20150510_224110,43.5,2015-05-10T22:41:10Z,-73.98020935058595,40.78373336791992,-74.01134490966798,40.64415740966797,1
20150620_095028,8.0,2015-06-20T09:50:28Z,-74.01072692871094,40.71009063720703,-73.99810028076173,40.722900390625,1
20090313_174318,8.7,2009-03-13T17:43:18Z,-73.97798399999998,40.75454600000001,-73.958947,40.779093,4
20110127_213000,3.7,2011-01-27T21:30:00Z,-73.970892,40.755915,-73.966747,40.760517,1
20111124_015825,20.5,2011-11-24T01:58:25Z,-73.965723,40.758641,-73.93782399999998,40.855636,1
20150602_231615,34.0,2015-06-02T23:16:15Z,-73.97489929199219,40.75109481811523,-73.9085464477539,40.88187789916992,0
20150319_123817,52.83,2015-03-19T12:38:17Z,-73.87305450439453,40.774085998535156,-73.98272705078125,40.7714958190918,1
20090716_223800,6.1,2009-07-16T22:38:00Z,-73.978945,40.76707,-73.977897,40.783568,1
20130622_134800,8.5,2013-06-22T13:48:00Z,-73.976877,40.759192,-73.991685,40.74981,1
20140310_195051,20.0,2014-03-10T19:50:51Z,-73.89317700000002,40.790756,-73.892578,40.788483,1
20100528_081834,10.5,2010-05-28T08:18:34Z,-73.985881,40.7383,-73.96499,40.775237,1
20120310_225325,26.5,2012-03-10T22:53:25Z,-73.776747,40.645265,-73.81380300000002,40.709035,1
20150601_214106,8.0,2015-06-01T21:41:06Z,-73.96178436279298,40.759578704833984,-73.97894287109375,40.772605895996094,4
20090126_004442,10.6,2009-01-26T00:44:42Z,-73.994279,40.690409,-74.016739,40.709063,1
20100921_070631,4.5,2010-09-21T07:06:31Z,-73.965372,40.759256,-73.97487,40.752373,1
20110309_222125,9.7,2011-03-09T22:21:25Z,-73.977829,40.788979,-73.967935,40.760508,1
20111205_083834,20.5,2011-12-05T08:38:34Z,-73.96861899999998,40.766432,-74.00855899999998,40.704591,1
20120106_105710,9.3,2012-01-06T10:57:10Z,-73.982229,40.731822,-73.980239,40.760162,1
20140525_210900,18.5,2014-05-25T21:09:00Z,-74.005385,40.707002,-73.992793,40.750742,1
20140427_215645,5.0,2014-04-27T21:56:45Z,-73.98275100000002,40.762738,-73.97835400000002,40.764564,2
20090803_081945,34.0,2009-08-03T08:19:45Z,-73.863506,40.769985,-73.97582,40.765446,1
20121108_200735,23.5,2012-11-08T20:07:35Z,-73.992028,40.75497,-73.912663,40.780157,1
20091211_155717,4.5,2009-12-11T15:57:17Z,-73.980909,40.774585,-73.98136,40.779419,3
20131207_132500,8.0,2013-12-07T13:25:00Z,-73.985217,40.74217700000001,-73.99998000000002,40.726917,1
20100227_201300,26.5,2010-02-27T20:13:00Z,-73.977765,40.766177,-73.977982,40.766937,5
20141224_112300,5.5,2014-12-24T11:23:00Z,-74.00482199999998,40.741812,-74.007312,40.733577,2
20090323_202400,6.1,2009-03-23T20:24:00Z,-73.98795,40.757852,-73.988227,40.749963,1
20100323_174300,4.9,2010-03-23T17:43:00Z,-73.970442,40.764695,-73.961907,40.765392,4
20100126_145500,5.3,2010-01-26T14:55:00Z,-73.993085,40.75200200000001,-73.980337,40.76483,1
20110705_142300,8.1,2011-07-05T14:23:00Z,-73.99096999999998,40.742158,-73.977728,40.72673,1
20130401_000415,20.33,2013-04-01T00:04:15Z,-73.994718,40.750306,-73.95051099999998,40.728566,1
20130628_202400,4.5,2013-06-28T20:24:00Z,-73.955282,40.76886500000001,-73.949683,40.776472,1
20140512_121128,7.0,2014-05-12T12:11:28Z,-74.002792,40.76051500000001,-74.00441500000002,40.741973,1
20090711_122003,7.7,2009-07-11T12:20:03Z,-73.987145,40.722568,-74.005402,40.739583,1
20091016_103200,7.3,2009-10-16T10:32:00Z,-73.990575,40.746117,-74.003227,40.751447,1
20100609_145347,33.07,2010-06-09T14:53:47Z,-73.862764,40.769064,-73.984033,40.752842,2
20110504_134400,36.5,2011-05-04T13:44:00Z,-73.873068,40.774183,-73.978847,40.762062,5
20140101_052200,5.0,2014-01-01T05:22:00Z,-73.99436,40.72039,-73.98577,40.72304000000001,2
20140625_174316,23.5,2014-06-25T17:43:16Z,-73.958585,40.775615,-74.00048000000002,40.737611,1
20120509_152600,6.1,2012-05-09T15:26:00Z,-73.97985,40.786315,-73.985068,40.774133,1
20130112_181000,11.0,2013-01-12T18:10:00Z,-73.956597,40.777432,-73.980035,40.763175,1
20140905_152300,6.0,2014-09-05T15:23:00Z,-73.96826,40.76514,-73.961115,40.774882,6
20090920_113200,11.3,2009-09-20T11:32:00Z,-73.975868,40.790142,-74.006695,40.751278000000006,5
20091115_195800,8.1,2009-11-15T19:58:00Z,-73.990397,40.75103,-73.981137,40.764718,1
20100328_223244,8.9,2010-03-28T22:32:44Z,-74.000763,40.729744,-73.974662,40.74915900000001,3
20110219_222500,4.5,2011-02-19T22:25:00Z,-73.99784,40.68295,-73.980198,40.676842,1
20130131_193805,11.0,2013-01-31T19:38:05Z,-73.978836,40.764745,-73.984774,40.745978,1
20130618_102705,8.5,2013-06-18T10:27:05Z,-73.992108,40.764203,-73.973,40.762695,1
20130704_164127,8.5,2013-07-04T16:41:27Z,0.0,0.0,0.0,0.0,1
20100115_111107,8.1,2010-01-15T11:11:07Z,-73.978916,40.78712,-73.957307,40.783588,1
20100919_151700,6.9,2010-09-19T15:17:00Z,-73.996268,40.738123,-73.98238,40.73617,1
20131119_220900,6.0,2013-11-19T22:09:00Z,-73.971462,40.761332,-73.980797,40.768002,1
20090427_202839,5.3,2009-04-27T20:28:39Z,-73.988927,40.760223,-73.991474,40.750591,1
20111127_005739,6.1,2011-11-27T00:57:39Z,-73.980068,40.74310300000001,-73.99118100000003,40.750228,1
20121110_003053,9.5,2012-11-10T00:30:53Z,-73.995776,40.748921,-73.96882099999998,40.764391,2
20131218_091500,11.5,2013-12-18T09:15:00Z,-73.97941,40.766107,-74.003015,40.750522,1
20150314_092341,17.0,2015-03-14T09:23:41Z,-74.01294708251955,40.705242156982415,-73.98070526123048,40.74221420288085,6
20090730_144400,5.3,2009-07-30T14:44:00Z,-73.978002,40.778607,-73.970662,40.788625,1
20130611_162757,10.0,2013-06-11T16:27:57Z,-73.99588299999998,40.743785,-73.990057,40.767137,1
20141208_010016,15.5,2014-12-08T01:00:16Z,-73.957675,40.717887,-73.942583,40.686397,1
20100611_174138,6.9,2010-06-11T17:41:38Z,-73.977757,40.762991,-73.983801,40.779518,1
20110501_124832,18.1,2011-05-01T12:48:32Z,-73.986592,40.761807,-74.01065899999998,40.704133,1
20150521_092305,15.5,2015-05-21T09:23:05Z,-73.9941177368164,40.75117874145508,-73.97511291503906,40.7564582824707,1
20120203_015519,10.1,2012-02-03T01:55:19Z,-73.982334,40.722411,-73.964907,40.755644,1
20130322_192000,21.5,2013-03-22T19:20:00Z,-73.955235,40.773077,-74.00795500000002,40.71711,6
20141004_201000,8.5,2014-10-04T20:10:00Z,-73.99413,40.76668,-73.98861,40.75705,1
20120812_162252,7.3,2012-08-12T16:22:52Z,-73.988883,40.73405,-73.992385,40.724842,1
20140529_055722,2.5,2014-05-29T05:57:22Z,0.0,0.0,0.0,0.0,1
20140916_151219,8.5,2014-09-16T15:12:19Z,-73.958118,40.773086,-73.94694100000002,40.779994,1
20100725_095600,6.1,2010-07-25T09:56:00Z,-73.970447,40.75779,-73.969687,40.769923,5
20120225_194300,14.1,2012-02-25T19:43:00Z,-73.98109699999998,40.764483,-73.99185,40.722037,1
20131230_151617,6.0,2013-12-30T15:16:17Z,-73.9742,40.762693,-73.979824,40.755547,1
20141205_135954,8.5,2014-12-05T13:59:54Z,-73.958823,40.783588,-73.978697,40.777533,1
20150504_093613,8.0,2015-05-04T09:36:13Z,-73.98793029785155,40.72850036621094,-74.00728607177734,40.72747802734375,1
20120425_161900,5.3,2012-04-25T16:19:00Z,-73.971913,40.75925,-73.962905,40.77216,1
20140106_192429,10.5,2014-01-06T19:24:29Z,-73.978389,40.757757,-73.98044200000002,40.733626,1
20150220_071252,5.5,2015-02-20T07:12:52Z,-73.97077941894531,40.75881576538085,-73.97015380859375,40.74894332885742,1
20090821_193505,8.1,2009-08-21T19:35:05Z,-73.960853,40.761557,-73.97633499999998,40.748361,1
20121115_083900,13.0,2012-11-15T08:39:00Z,0.0,0.0,0.0,0.0,1
20140429_095115,8.5,2014-04-29T09:51:15Z,-73.99476,40.765585,-73.996026,40.758698,1
20101126_160101,6.1,2010-11-26T16:01:01Z,-73.953316,40.767588,-73.97152700000002,40.757499,1
20101226_115032,12.9,2010-12-26T11:50:32Z,-73.975224,40.765201,-73.998754,40.728,1
20140201_210600,10.0,2014-02-01T21:06:00Z,-73.979022,40.777667,-73.992172,40.721555,5
20140708_201600,8.5,2014-07-08T20:16:00Z,-74.00554699999998,40.745687,-74.011247,40.728733,6
20100415_181300,4.9,2010-04-15T18:13:00Z,-73.954665,40.773395,-73.94686,40.776093,1
20120926_131447,6.0,2012-09-26T13:14:47Z,-73.964483,40.764431,-73.956576,40.77985200000001,1
20140110_081607,5.0,2014-01-10T08:16:07Z,-73.98214,40.772705,-73.988691,40.774325,1
20140312_181244,12.0,2014-03-12T18:12:44Z,-73.844904,40.736318,-73.844904,40.736318,1
20130302_154727,13.5,2013-03-02T15:47:27Z,-73.98265,40.753748,-74.00793,40.741922,1
20150311_144858,33.83,2015-03-11T14:48:58Z,-73.97330474853516,40.756385803222656,-73.87244415283203,40.77430725097656,1
20090902_051810,25.7,2009-09-02T05:18:10Z,-73.991729,40.760501,-73.861246,40.767619,1
20100521_083500,13.7,2010-05-21T08:35:00Z,-73.99212800000002,40.739535,-73.95814,40.768797,3
20111016_223725,10.5,2011-10-16T22:37:25Z,-73.997265,40.719963,-73.994268,40.754212,1
20120307_112612,5.7,2012-03-07T11:26:12Z,-73.95387099999998,40.766331,-73.96246500000002,40.774757,1
20130824_170700,9.0,2013-08-24T17:07:00Z,-73.993372,40.73617700000001,-73.978277,40.75786,2
20140206_111700,22.5,2014-02-06T11:17:00Z,-73.98071,40.782635,-74.00204000000002,40.719425,1
20140206_111700,7.5,2014-02-06T11:17:00Z,-73.954463,40.769887,-73.96162700000002,40.77936,1
20110420_185156,14.1,2011-04-20T18:51:56Z,-73.992131,40.724066,-73.98057,40.762877,1
20120503_212800,9.3,2012-05-03T21:28:00Z,-73.97210799999998,40.759308,-73.999263,40.761322,1
20140222_184134,4.0,2014-02-22T18:41:34Z,-73.99036600000002,40.757343,-73.985373,40.760604,1
20141003_163100,5.5,2014-10-03T16:31:00Z,-73.99223,40.725887,-73.993782,40.735277,1
20090518_123000,9.3,2009-05-18T12:30:00Z,-73.975782,40.74727,-73.96611,40.762933,1
20100626_095900,7.3,2010-06-26T09:59:00Z,-73.999627,40.743547,-73.98926999999998,40.756862,2
20130620_123608,4.5,2013-06-20T12:36:08Z,-73.988446,40.770843,-73.985985,40.777708,1
20130912_113200,13.0,2013-09-12T11:32:00Z,-73.98206,40.772705,-73.956213,40.771777,1
20100410_165600,5.7,2010-04-10T16:56:00Z,-73.966422,40.767587,-73.973363,40.75827,2
20141115_131256,8.0,2014-11-15T13:12:56Z,-74.005382,40.749044,-73.99412,40.761185,1
20150520_202935,20.5,2015-05-20T20:29:35Z,-74.0115966796875,40.70290756225585,-73.97222900390625,40.763145446777344,2
20111016_113746,9.3,2011-10-16T11:37:46Z,-73.9927,40.7372,-73.9683,40.7624,1
20111021_081849,8.5,2011-10-21T08:18:49Z,-73.990387,40.73118,-74.0021,40.70805,2
20120324_221300,8.1,2012-03-24T22:13:00Z,-73.990138,40.740232,-73.99523,40.718407,1
20131209_091600,5.0,2013-12-09T09:16:00Z,-73.98061700000002,40.74487,-73.98711,40.749577,5
20090116_055800,5.3,2009-01-16T05:58:00Z,-73.99201,40.755538,-73.99795999999998,40.755995,5
20100421_133900,5.3,2010-04-21T13:39:00Z,-73.988323,40.722913,-74.002315,40.729572,1
20110701_082400,6.9,2011-07-01T08:24:00Z,-73.982628,40.771032,-73.984127,40.748062,2
20141021_070406,8.5,2014-10-21T07:04:06Z,-73.948403,40.78258,-73.968905,40.787675,1
20120702_084333,6.5,2012-07-02T08:43:33Z,-73.975256,40.756147,-73.960543,40.775509,1
20120915_021700,29.0,2012-09-15T02:17:00Z,-74.00324,40.733577,-73.94855,40.723342,1
20140129_224100,21.0,2014-01-29T22:41:00Z,-73.978553,40.766717,-74.016195,40.711052,6
20090102_101346,14.5,2009-01-02T10:13:46Z,-73.94704300000002,40.780107,-73.989034,40.751587,2
20090912_105600,32.9,2009-09-12T10:56:00Z,-73.982762,40.76900300000001,-73.87262,40.774533,1
20110517_075319,6.1,2011-05-17T07:53:19Z,-73.97829200000002,40.782962,-73.961085,40.806684,1
20131107_101935,13.0,2013-11-07T10:19:35Z,-73.985802,40.77747700000001,-73.987414,40.754369,1
20140711_122443,15.0,2014-07-11T12:24:43Z,-73.9942,40.751005,-73.97559,40.759188,1
20100203_143329,4.9,2010-02-03T14:33:29Z,-73.968848,40.759129,-73.976118,40.765747,1
20101111_211800,8.9,2010-11-11T21:18:00Z,-73.981872,40.760252,-74.00223199999998,40.740567,5
20120405_201903,8.1,2012-04-05T20:19:03Z,-73.993127,40.736777,-74.010699,40.720116,1
20130430_162536,6.0,2013-04-30T16:25:36Z,-73.986575,40.75505,-73.980971,40.765857,1
20140512_233100,57.33,2014-05-12T23:31:00Z,-73.79025,40.643705,-74.00227,40.734542,1
20140520_131500,8.0,2014-05-20T13:15:00Z,-73.974292,40.793455,-73.978205,40.778272,1
20091128_171200,8.5,2009-11-28T17:12:00Z,-73.959937,40.780397,-73.974948,40.798193,1
20100131_152108,8.9,2010-01-31T15:21:08Z,-73.976061,40.75818,-73.948436,40.78255,1
20100806_092900,10.5,2010-08-06T09:29:00Z,-73.96500999999998,40.769925,-73.968125,40.778048,5
20100908_151400,10.1,2010-09-08T15:14:00Z,-74.010347,40.720153,-73.99492,40.769032,2
20111115_130750,49.8,2011-11-15T13:07:50Z,-73.983851,40.761851,-73.783129,40.643785,3
20150201_172459,5.0,2015-02-01T17:24:59Z,-73.98371124267578,40.74961853027344,-73.99261474609375,40.74286651611328,1
20150216_171244,6.0,2015-02-16T17:12:44Z,-73.9576187133789,40.76677322387695,-73.95582580566406,40.77876663208008,1
20100226_235600,13.3,2010-02-26T23:56:00Z,-73.99771,40.756485,-73.98751800000002,40.721337,1
20150409_072046,7.0,2015-04-09T07:20:46Z,-73.9783477783203,40.76491165161133,-73.98352813720702,40.76810836791992,1
20120328_130920,10.5,2012-03-28T13:09:20Z,-73.99973299999998,40.73322,-73.985659,40.759156,2
20121221_131000,56.8,2012-12-21T13:10:00Z,-73.978817,40.761517,-73.78925500000003,40.642677,1
20131204_181300,14.5,2013-12-04T18:13:00Z,-73.984045,40.748432,-74.00975799999998,40.722695,1
20101125_225400,11.3,2010-11-25T22:54:00Z,-74.005448,40.725823,-74.005942,40.725048,2
20110114_172212,6.5,2011-01-14T17:22:12Z,-73.970799,40.751642,-73.980333,40.748303,1
20110602_140400,5.7,2011-06-02T14:04:00Z,-73.99171,40.73190200000001,-73.97907,40.745213,1
20130502_012200,13.0,2013-05-02T01:22:00Z,-73.961407,40.716362,-73.994242,40.694847,1
20140703_013400,22.0,2014-07-03T01:34:00Z,-73.968087,40.75514,-73.95262199999998,40.823312,5
20111110_000907,18.5,2011-11-10T00:09:07Z,-73.980992,40.744531,-73.94847800000002,40.778086,1
20120617_180812,14.1,2012-06-17T18:08:12Z,-73.957312,40.776963,-73.990408,40.751271,2
20100109_212855,4.5,2010-01-09T21:28:55Z,-73.952804,40.782491,-73.961038,40.774978,2
20140720_114933,24.0,2014-07-20T11:49:33Z,-73.874483,40.774095,-73.967098,40.711603,1
20100116_135813,25.7,2010-01-16T13:58:13Z,-73.979952,40.726656,-73.951914,40.813041,1
20110830_100903,3.3,2011-08-30T10:09:03Z,-73.998082,40.741128,-73.993909,40.739392,1
20120326_054715,8.5,2012-03-26T05:47:15Z,-73.954353,40.779059,-73.985525,40.755313,1
20100731_220038,5.3,2010-07-31T22:00:38Z,-74.003192,40.732796,-73.999881,40.719227,1
20110612_014800,4.5,2011-06-12T01:48:00Z,-73.982442,40.742135,-73.99249499999998,40.738278,1
20090111_225000,3.7,2009-01-11T22:50:00Z,-73.987127,40.733377,-73.98135500000002,40.74125,2
20110726_115641,8.1,2011-07-26T11:56:41Z,-73.976809,40.775044,-73.96797600000002,40.762807,1
20100803_145800,16.1,2010-08-03T14:58:00Z,-74.00461,40.716322,-74.003732,40.658428,2
20110522_003032,12.9,2011-05-22T00:30:32Z,-73.97974599999998,40.78100900000001,-73.980523,40.738272,1
20110820_134033,8.1,2011-08-20T13:40:33Z,-73.989393,40.726381,-73.997417,40.714365,2
20130314_111300,9.5,2013-03-14T11:13:00Z,-73.957788,40.781995,-73.96262,40.764742,1
20140902_000200,23.5,2014-09-02T00:02:00Z,-73.94414499999998,40.702737,-73.913985,40.77846,2
20090222_224800,2.5,2009-02-22T22:48:00Z,0.0,0.0,-74.005433,40.726685,2
20090328_200513,11.0,2009-03-28T20:05:13Z,-73.95822,40.768717,-73.98931400000002,40.739968,1
20111010_183134,6.1,2011-10-10T18:31:34Z,-73.984847,40.761632,-73.965846,40.754548,2
20140713_111500,28.0,2014-07-13T11:15:00Z,-73.87093,40.773787,-73.966003,40.755425,1
20140723_084200,10.0,2014-07-23T08:42:00Z,-73.99276,40.751162,-73.98098,40.752827,1
20090403_115800,10.1,2009-04-03T11:58:00Z,-73.987997,40.737872,-73.98858299999998,40.757525,1
20110430_041500,7.7,2011-04-30T04:15:00Z,-73.982377,40.739743,-73.959688,40.758598,5
20140326_224623,8.0,2014-03-26T22:46:23Z,-73.976248,40.760885,-73.991236,40.750376,1
20090716_180400,6.1,2009-07-16T18:04:00Z,-73.95343199999998,40.766765,-73.968447,40.7649,1
20120913_113100,20.5,2012-09-13T11:31:00Z,-73.98646,40.751527,-73.95373199999997,40.787725,1
20131119_103800,9.5,2013-11-19T10:38:00Z,-74.003197,40.744075,-74.00067,40.726062,1
20140214_055536,7.0,2014-02-14T05:55:36Z,-73.95893000000002,40.763626,-73.973753,40.759813,1
20110713_073200,8.5,2011-07-13T07:32:00Z,-73.98732,40.738957,-74.004458,40.707322,1
20140530_214434,7.5,2014-05-30T21:44:34Z,-73.964127,40.792641,-73.979984,40.782037,2
20150622_190441,11.5,2015-06-22T19:04:41Z,-73.95744323730467,40.76170349121094,-73.97323608398438,40.78707885742188,1
20100429_082700,7.7,2010-04-29T08:27:00Z,-73.998418,40.735472,-74.01432,40.713072,1
20111214_204700,6.1,2011-12-14T20:47:00Z,-73.978192,40.745775,-73.975422,40.73007,2
20120902_230900,38.5,2012-09-02T23:09:00Z,-73.977473,40.746538,-73.851405,40.689473,2
20150528_115651,11.5,2015-05-28T11:56:51Z,-73.9819564819336,40.767921447753906,-73.97608947753906,40.795188903808594,2
20120924_230715,6.0,2012-09-24T23:07:15Z,-73.980914,40.779513,-73.970524,40.796703,1
20130502_185925,17.0,2013-05-02T18:59:25Z,-74.016361,40.71285200000001,-73.984364,40.729531,1
20140815_212400,7.5,2014-08-15T21:24:00Z,-73.988477,40.739202,-74.001812,40.740582,1
20150516_113357,5.5,2015-05-16T11:33:57Z,-73.97361755371094,40.78464126586913,-73.97045135498048,40.796119689941406,1
20110320_172500,6.9,2011-03-20T17:25:00Z,-73.979605,40.752025,-73.993742,40.756685,1
20130215_121300,3.0,2013-02-15T12:13:00Z,-73.994313,40.735362,-73.997212,40.73681,1
20140303_190342,12.5,2014-03-03T19:03:42Z,-73.99888100000003,40.734511,-73.97134100000002,40.760929,1
20090316_044717,17.0,2009-03-16T04:47:17Z,0.0,0.0,0.0,0.0,1
20121130_110200,38.8,2012-11-30T11:02:00Z,-73.97462,40.756922,-73.864002,40.767872,1
20130310_041200,6.0,2013-03-10T04:12:00Z,-74.000405,40.71857,-74.00004,40.726592,1
20140618_073820,6.5,2014-06-18T07:38:20Z,-73.980695,40.742047,-73.97293,40.759006,1
20140801_015900,14.5,2014-08-01T01:59:00Z,-73.97756700000002,40.778957,-73.991272,40.72782,1
20100119_011000,2.5,2010-01-19T01:10:00Z,-73.99871999999998,40.624708,-73.99871999999998,40.624708,1
20090410_173200,4.1,2009-04-10T17:32:00Z,-73.993962,40.735152,-74.00358,40.732207,1
20100821_142257,13.3,2010-08-21T14:22:57Z,-74.005752,40.717735,-73.962639,40.766952,2
20121208_232700,6.0,2012-12-08T23:27:00Z,-74.003502,40.738745,-73.993317,40.752022,3
20130116_164000,6.5,2013-01-16T16:40:00Z,-73.987437,40.738262,-73.975865,40.74594,1
20130325_113232,12.5,2013-03-25T11:32:32Z,-74.00654499999997,40.716519,-73.993427,40.752308,1
20140509_125500,21.5,2014-05-09T12:55:00Z,-73.965747,40.77121,-74.005188,40.729157,1
20101023_183900,49.57,2010-10-23T18:39:00Z,-73.78221500000002,40.644272,-73.782217,40.64427,2
20101113_043800,38.1,2010-11-13T04:38:00Z,-74.00761,40.725875,-73.867393,40.859275,1
20110710_020808,10.1,2011-07-10T02:08:08Z,-73.993027,40.725563,-73.958591,40.717069,1
20100428_185800,4.5,2010-04-28T18:58:00Z,-73.966902,40.76209,-73.972658,40.761098,1
20111217_135300,5.3,2011-12-17T13:53:00Z,-73.98788499999998,40.749152,-73.975165,40.759095,3
20131031_234400,8.0,2013-10-31T23:44:00Z,-74.00497800000002,40.719012,-74.006807,40.706832,1
20090730_212421,7.7,2009-07-30T21:24:21Z,-73.99955600000001,40.738662,-73.97940899999998,40.727603,1
20121001_090200,7.5,2012-10-01T09:02:00Z,-73.986717,40.76152,-73.968675,40.796662,2
20150317_133023,5.5,2015-03-17T13:30:23Z,-73.95622253417969,40.78130722045898,-73.95951080322266,40.77655029296875,1
20090301_183749,7.7,2009-03-01T18:37:49Z,-73.99763100000001,40.724238,-74.009196,40.710869,1
20100212_213003,8.1,2010-02-12T21:30:03Z,-73.978894,40.763859,-73.946947,40.779657,1
20140712_131734,5.5,2014-07-12T13:17:34Z,-73.976995,40.763962,-73.978033,40.757489,1
20150613_071910,6.5,2015-06-13T07:19:10Z,-73.98194122314453,40.74060821533203,-73.99118041992188,40.74890899658203,1
20130806_232446,4.5,2013-08-06T23:24:46Z,-73.99758,40.729132,-73.991998,40.725226,1
20130924_182352,7.0,2013-09-24T18:23:52Z,-73.945542,40.774462,-73.957452,40.783008,1
20140219_124800,17.5,2014-02-19T12:48:00Z,-73.96175699999998,40.76281,-73.999328,40.7493,1
20110213_144857,4.9,2011-02-13T14:48:57Z,-73.96498000000003,40.759943,-73.971154,40.764252,2
20130601_125300,6.0,2013-06-01T12:53:00Z,-73.96396700000003,40.808232,-73.972693,40.793455,1
20100311_205900,4.5,2010-03-11T20:59:00Z,-73.99303,40.762935,-73.99059,40.757643,5
20140922_115800,10.5,2014-09-22T11:58:00Z,-73.97248,40.784842,-73.954747,40.775662,1
20100217_225100,8.9,2010-02-17T22:51:00Z,-74.005798,40.741247,-74.01719,40.705187,1
20100228_165600,6.1,2010-02-28T16:56:00Z,-74.00186,40.737772,-74.009763,40.714795,5
20100807_134600,14.5,2010-08-07T13:46:00Z,-74.002285,40.73961,-73.95275699999998,40.779637,1
20101023_121131,6.1,2010-10-23T12:11:31Z,-73.993656,40.74735,-73.982864,40.742636,2
